orderNumber,productCode,productVendor,quantityOrdered,priceEach
10214,S24_1937,Motor City Art Classics,20,32.19
10214,S18_2325,Autoart Studio Design,27,125.86
10214,S24_3969,Red Start Diecast,44,38.57
10214,S18_2248,Motor City Art Classics,21,53.28
10214,S18_1749,Welly Diecast Productions,30,166.6
10215,S18_4668,Studio M Art Models,46,42.76
10215,S18_1097,Studio M Art Models,46,100.34
10215,S10_1949,Classic Metal Creations,35,205.73
10215,S18_2949,Carousel DieCast Legends,49,97.26
10215,S18_3136,Red Start Diecast,49,89.01
10215,S18_2957,Min Lin Diecast,31,56.21
10215,S24_4258,Second Gear Diecast,39,94.47
10215,S18_3320,Exoto Designs,41,84.33
10215,S18_1367,Studio M Art Models,33,53.91
10215,S18_1342,Motor City Art Classics,27,92.47
10216,S12_1666,Welly Diecast Productions,43,133.94
10217,S24_2300,Autoart Studio Design,28,103.51
10217,S18_2432,Carousel DieCast Legends,35,58.34
10217,S32_1268,Motor City Art Classics,21,78.97
10217,S10_4962,Second Gear Diecast,48,132.97
10217,S18_4600,Motor City Art Classics,38,118.66
10217,S700_2824,Carousel DieCast Legends,31,90.02
10217,S32_3522,Red Start Diecast,39,56.24
10218,S18_2319,Unimax Art Galleries,22,110.46
10218,S18_3232,Unimax Art Galleries,34,152.41
10219,S18_2238,Gearbox Collectibles,43,132.62
10219,S12_4473,Exoto Designs,48,94.8
10219,S24_2840,Carousel DieCast Legends,21,31.12
10219,S32_2509,Classic Metal Creations,35,47.62
10220,S12_3891,Second Gear Diecast,27,166.1
10220,S12_1108,Second Gear Diecast,32,189.1
10220,S12_3148,Welly Diecast Productions,30,151.08
10220,S50_1514,Classic Metal Creations,30,56.82
10220,S18_4027,Min Lin Diecast,50,126.39
10220,S32_3207,Gearbox Collectibles,20,49.71
10220,S24_4048,Exoto Designs,37,101.72
10220,S24_1444,Highway 66 Mini Classics,26,48.55
10220,S50_1392,Highway 66 Mini Classics,37,92.6
10221,S24_2011,Carousel DieCast Legends,49,113.06
10221,S18_4522,Exoto Designs,39,84.26
10221,S18_3140,Unimax Art Galleries,33,133.86
10221,S700_1938,Studio M Art Models,23,69.29
10221,S18_3259,Carousel DieCast Legends,23,89.75
10222,S700_2466,Motor City Art Classics,37,90.75
10222,S700_4002,Second Gear Diecast,43,66.63
10222,S24_3949,Second Gear Diecast,48,55.27
10222,S18_1662,Red Start Diecast,49,137.19
10222,S24_2841,Autoart Studio Design,32,56.86
10222,S24_3420,Autoart Studio Design,43,61.15
10222,S72_1253,Motor City Art Classics,31,45.19
10222,S700_2047,Unimax Art Galleries,26,80.56
10222,S18_3856,Exoto Designs,45,88.93
10222,S18_3029,Min Lin Diecast,49,79.14
10222,S24_3816,Carousel DieCast Legends,46,77.99
10222,S10_4757,Motor City Art Classics,49,133.28
10222,S700_2610,Red Start Diecast,36,69.39
10222,S24_3151,Min Lin Diecast,47,74.35
10222,S700_1138,Autoart Studio Design,31,58.67
10222,S700_3505,Carousel DieCast Legends,38,84.14
10222,S700_3962,Welly Diecast Productions,31,81.43
10222,S72_3212,Unimax Art Galleries,36,48.59
10223,S10_1678,Min Lin Diecast,37,80.39
10223,S24_1578,Autoart Studio Design,32,104.81
10223,S10_4698,Red Start Diecast,49,189.79
10223,S10_2016,Highway 66 Mini Classics,47,110.61
10223,S18_2625,Welly Diecast Productions,28,58.75
10223,S24_2000,Highway 66 Mini Classics,38,60.94
10223,S32_1374,Exoto Designs,21,90.9
10223,S700_2834,Highway 66 Mini Classics,29,113.9
10223,S18_2581,Gearbox Collectibles,47,67.58
10223,S24_4278,Unimax Art Galleries,23,68.1
10223,S24_1785,Classic Metal Creations,34,87.54
10223,S32_4289,Highway 66 Mini Classics,20,66.73
10223,S50_1341,Studio M Art Models,41,41.02
10223,S700_1691,Min Lin Diecast,25,84.03
10223,S700_3167,Motor City Art Classics,26,79.2
10224,S18_3782,Studio M Art Models,38,57.2
10224,S32_2206,Gearbox Collectibles,43,37.01
10224,S50_4713,Autoart Studio Design,50,81.36
10224,S24_2360,Highway 66 Mini Classics,37,60.26
10224,S32_4485,Second Gear Diecast,30,94.91
10224,S12_2823,Unimax Art Galleries,43,141.58
10225,S18_1129,Highway 66 Mini Classics,32,116.06
10225,S18_3232,Unimax Art Galleries,43,162.57
10225,S24_2972,Second Gear Diecast,42,34.74
10225,S24_3856,Classic Metal Creations,40,130.6
10225,S18_1889,Gearbox Collectibles,47,71.61
10225,S12_4675,Welly Diecast Productions,21,100.19
10225,S12_3380,Welly Diecast Productions,25,101
10225,S24_3371,Welly Diecast Productions,24,51.43
10225,S12_1099,Autoart Studio Design,27,157.6
10225,S12_3990,Studio M Art Models,37,64.64
10225,S18_3482,Gearbox Collectibles,27,119.06
10225,S18_3278,Min Lin Diecast,37,69.96
10225,S24_4620,Classic Metal Creations,46,77.61
10225,S18_4721,Classic Metal Creations,35,135.41
10226,S24_1046,Unimax Art Galleries,21,65.41
10226,S24_3432,Gearbox Collectibles,48,95.3
10226,S24_1628,Carousel DieCast Legends,36,47.79
10226,S18_1589,Classic Metal Creations,38,108.26
10226,S18_2870,Red Start Diecast,24,125.4
10226,S18_3685,Gearbox Collectibles,46,122.91
10226,S18_1984,Min Lin Diecast,24,129.45
10227,S18_3320,Exoto Designs,33,99.21
10227,S18_1367,Studio M Art Models,31,50.14
10227,S18_1342,Motor City Art Classics,25,85.27
10227,S18_2795,Gearbox Collectibles,29,146.81
10227,S24_2022,Classic Metal Creations,24,39.42
10227,S24_1937,Motor City Art Classics,42,27.22
10227,S18_2325,Autoart Studio Design,46,118.23
10227,S24_3969,Red Start Diecast,27,34.88
10227,S18_2248,Motor City Art Classics,28,59.93
10227,S18_1749,Welly Diecast Productions,26,136
10227,S18_4409,Exoto Designs,34,87.43
10227,S18_4933,Studio M Art Models,37,70.56
10227,S24_2887,Exoto Designs,33,102.17
10227,S24_2766,Classic Metal Creations,47,84.51
10227,S24_3191,Exoto Designs,40,78.76
10228,S18_1097,Studio M Art Models,32,100.34
10228,S10_1949,Classic Metal Creations,29,214.3
10228,S18_2949,Carousel DieCast Legends,24,101.31
10228,S18_3136,Red Start Diecast,31,100.53
10228,S18_2957,Min Lin Diecast,45,57.46
10228,S24_4258,Second Gear Diecast,33,84.73
10229,S12_4473,Exoto Designs,36,95.99
10229,S24_2840,Carousel DieCast Legends,33,34.65
10229,S32_2509,Classic Metal Creations,23,49.78
10229,S18_2319,Unimax Art Galleries,26,104.32
10229,S18_3232,Unimax Art Galleries,22,157.49
10229,S24_2300,Autoart Studio Design,48,115.01
10229,S18_2432,Carousel DieCast Legends,28,53.48
10229,S32_1268,Motor City Art Classics,25,78.97
10229,S10_4962,Second Gear Diecast,50,138.88
10229,S18_4600,Motor City Art Classics,41,119.87
10229,S700_2824,Carousel DieCast Legends,50,91.04
10229,S32_3522,Red Start Diecast,30,52.36
10229,S12_1666,Welly Diecast Productions,25,110.7
10229,S18_4668,Studio M Art Models,39,43.77
10230,S12_3148,Welly Diecast Productions,43,128.42
10230,S50_1514,Classic Metal Creations,43,57.41
10230,S18_4027,Min Lin Diecast,42,142.18
10230,S32_3207,Gearbox Collectibles,46,59.03
10230,S24_4048,Exoto Designs,45,99.36
10230,S24_1444,Highway 66 Mini Classics,36,47.4
10230,S50_1392,Highway 66 Mini Classics,34,100.7
10230,S18_2238,Gearbox Collectibles,49,153.91
10231,S12_3891,Second Gear Diecast,49,147.07
10231,S12_1108,Second Gear Diecast,42,193.25
10232,S700_3505,Carousel DieCast Legends,48,86.15
10232,S700_3962,Welly Diecast Productions,35,81.43
10232,S72_3212,Unimax Art Galleries,24,48.59
10232,S24_2011,Carousel DieCast Legends,46,113.06
10232,S18_4522,Exoto Designs,23,78.12
10232,S18_3140,Unimax Art Galleries,22,133.86
10232,S700_1938,Studio M Art Models,26,84.88
10232,S18_3259,Carousel DieCast Legends,48,97.81
10233,S700_2610,Red Start Diecast,29,67.94
10233,S24_3151,Min Lin Diecast,40,70.81
10233,S700_1138,Autoart Studio Design,36,66
10234,S18_1662,Red Start Diecast,50,146.65
10234,S24_2841,Autoart Studio Design,44,67.14
10234,S24_3420,Autoart Studio Design,25,65.09
10234,S72_1253,Motor City Art Classics,40,45.69
10234,S700_2047,Unimax Art Galleries,29,83.28
10234,S18_3856,Exoto Designs,39,85.75
10234,S18_3029,Min Lin Diecast,48,84.3
10234,S24_3816,Carousel DieCast Legends,31,78.83
10234,S10_4757,Motor City Art Classics,48,118.32
10235,S32_1374,Exoto Designs,41,90.9
10235,S700_2834,Highway 66 Mini Classics,25,116.28
10235,S18_2581,Gearbox Collectibles,24,81.95
10235,S24_4278,Unimax Art Galleries,40,63.03
10235,S24_1785,Classic Metal Creations,23,89.72
10235,S32_4289,Highway 66 Mini Classics,34,66.73
10235,S50_1341,Studio M Art Models,41,37.09
10235,S700_1691,Min Lin Diecast,25,88.6
10235,S700_3167,Motor City Art Classics,32,73.6
10235,S700_2466,Motor City Art Classics,38,92.74
10235,S700_4002,Second Gear Diecast,34,70.33
10235,S24_3949,Second Gear Diecast,33,55.27
10236,S10_2016,Highway 66 Mini Classics,22,105.86
10236,S18_2625,Welly Diecast Productions,23,52.7
10236,S24_2000,Highway 66 Mini Classics,36,65.51
10237,S18_3782,Studio M Art Models,26,49.74
10237,S32_2206,Gearbox Collectibles,26,35
10237,S50_4713,Autoart Studio Design,20,78.92
10237,S24_2360,Highway 66 Mini Classics,26,62.33
10237,S32_4485,Second Gear Diecast,27,94.91
10237,S12_2823,Unimax Art Galleries,32,129.53
10237,S10_1678,Min Lin Diecast,23,91.87
10237,S24_1578,Autoart Studio Design,20,109.32
10237,S10_4698,Red Start Diecast,39,158.8
10238,S12_3380,Welly Diecast Productions,29,104.52
10238,S24_3371,Welly Diecast Productions,47,53.88
10238,S12_1099,Autoart Studio Design,28,161.49
10238,S12_3990,Studio M Art Models,20,73.42
10238,S18_3482,Gearbox Collectibles,49,144.05
10238,S18_3278,Min Lin Diecast,41,68.35
10238,S24_4620,Classic Metal Creations,22,67.91
10238,S18_4721,Classic Metal Creations,44,120.53
10239,S18_3232,Unimax Art Galleries,47,135.47
10239,S24_2972,Second Gear Diecast,20,32.47
10239,S24_3856,Classic Metal Creations,29,133.41
10239,S18_1889,Gearbox Collectibles,46,70.07
10239,S12_4675,Welly Diecast Productions,21,100.19
10240,S18_3685,Gearbox Collectibles,37,134.22
10240,S18_1984,Min Lin Diecast,37,136.56
10240,S18_1129,Highway 66 Mini Classics,41,125.97
10241,S18_2248,Motor City Art Classics,33,55.7
10241,S18_1749,Welly Diecast Productions,41,153
10241,S18_4409,Exoto Designs,42,77.31
10241,S18_4933,Studio M Art Models,30,62.72
10241,S24_2887,Exoto Designs,28,117.44
10241,S24_2766,Classic Metal Creations,47,89.05
10241,S24_3191,Exoto Designs,26,69.34
10241,S24_1046,Unimax Art Galleries,22,72.02
10241,S24_3432,Gearbox Collectibles,27,107.08
10241,S24_1628,Carousel DieCast Legends,21,47.29
10241,S18_1589,Classic Metal Creations,21,119.46
10241,S18_2870,Red Start Diecast,44,126.72
10242,S24_3969,Red Start Diecast,46,36.52
10243,S24_1937,Motor City Art Classics,33,30.87
10243,S18_2325,Autoart Studio Design,47,111.87
10244,S18_2949,Carousel DieCast Legends,30,87.13
10244,S18_3136,Red Start Diecast,29,85.87
10244,S18_2957,Min Lin Diecast,24,54.96
10244,S24_4258,Second Gear Diecast,40,97.39
10244,S18_3320,Exoto Designs,36,87.3
10244,S18_1367,Studio M Art Models,20,48.52
10244,S18_1342,Motor City Art Classics,40,99.66
10244,S18_2795,Gearbox Collectibles,43,141.75
10244,S24_2022,Classic Metal Creations,39,42.11
10245,S32_1268,Motor City Art Classics,37,81.86
10245,S10_4962,Second Gear Diecast,28,147.74
10245,S18_4600,Motor City Art Classics,21,111.39
10245,S700_2824,Carousel DieCast Legends,44,81.93
10245,S32_3522,Red Start Diecast,44,54.94
10245,S12_1666,Welly Diecast Productions,38,120.27
10245,S18_4668,Studio M Art Models,45,48.8
10245,S18_1097,Studio M Art Models,29,114.34
10245,S10_1949,Classic Metal Creations,34,195.01
10246,S24_4048,Exoto Designs,46,100.54
10246,S24_1444,Highway 66 Mini Classics,44,46.24
10246,S50_1392,Highway 66 Mini Classics,22,113.44
10246,S18_2238,Gearbox Collectibles,40,144.08
10246,S12_4473,Exoto Designs,46,99.54
10246,S24_2840,Carousel DieCast Legends,49,34.65
10246,S32_2509,Classic Metal Creations,35,45.45
10246,S18_2319,Unimax Art Galleries,22,100.64
10246,S18_3232,Unimax Art Galleries,36,145.63
10246,S24_2300,Autoart Studio Design,29,118.84
10246,S18_2432,Carousel DieCast Legends,30,57.73
10247,S12_3891,Second Gear Diecast,27,167.83
10247,S12_1108,Second Gear Diecast,44,195.33
10247,S12_3148,Welly Diecast Productions,25,140.5
10247,S50_1514,Classic Metal Creations,49,51.55
10247,S18_4027,Min Lin Diecast,48,143.62
10247,S32_3207,Gearbox Collectibles,40,58.41
10248,S18_3029,Min Lin Diecast,21,80.86
10248,S24_3816,Carousel DieCast Legends,23,83.02
10248,S10_4757,Motor City Art Classics,20,126.48
10248,S700_2610,Red Start Diecast,32,69.39
10248,S24_3151,Min Lin Diecast,30,85.85
10248,S700_1138,Autoart Studio Design,36,66
10248,S700_3505,Carousel DieCast Legends,30,84.14
10248,S700_3962,Welly Diecast Productions,35,92.36
10248,S72_3212,Unimax Art Galleries,23,53.51
10248,S24_2011,Carousel DieCast Legends,48,122.89
10248,S18_4522,Exoto Designs,42,87.77
10248,S18_3140,Unimax Art Galleries,32,133.86
10248,S700_1938,Studio M Art Models,40,81.41
10248,S18_3259,Carousel DieCast Legends,42,95.8
10249,S24_2841,Autoart Studio Design,20,54.81
10249,S24_3420,Autoart Studio Design,25,65.75
10249,S72_1253,Motor City Art Classics,32,49.16
10249,S700_2047,Unimax Art Galleries,40,85.99
10249,S18_3856,Exoto Designs,46,88.93
10250,S24_2000,Highway 66 Mini Classics,32,63.22
10250,S32_1374,Exoto Designs,31,99.89
10250,S700_2834,Highway 66 Mini Classics,44,98.48
10250,S18_2581,Gearbox Collectibles,27,84.48
10250,S24_4278,Unimax Art Galleries,37,72.45
10250,S24_1785,Classic Metal Creations,31,95.2
10250,S32_4289,Highway 66 Mini Classics,50,62.6
10250,S50_1341,Studio M Art Models,36,36.66
10250,S700_1691,Min Lin Diecast,31,91.34
10250,S700_3167,Motor City Art Classics,44,76
10250,S700_2466,Motor City Art Classics,35,90.75
10250,S700_4002,Second Gear Diecast,38,65.89
10250,S24_3949,Second Gear Diecast,40,61.42
10250,S18_1662,Red Start Diecast,45,148.23
10251,S12_2823,Unimax Art Galleries,46,129.53
10251,S10_1678,Min Lin Diecast,59,93.79
10251,S24_1578,Autoart Studio Design,50,91.29
10251,S10_4698,Red Start Diecast,43,172.36
10251,S10_2016,Highway 66 Mini Classics,44,115.37
10251,S18_2625,Welly Diecast Productions,44,58.15
10252,S18_3482,Gearbox Collectibles,41,145.52
10252,S18_3278,Min Lin Diecast,20,74.78
10252,S24_4620,Classic Metal Creations,38,69.52
10252,S18_4721,Classic Metal Creations,26,127.97
10252,S18_3782,Studio M Art Models,31,50.36
10252,S32_2206,Gearbox Collectibles,36,36.21
10252,S50_4713,Autoart Studio Design,48,72.41
10252,S24_2360,Highway 66 Mini Classics,47,63.03
10252,S32_4485,Second Gear Diecast,25,93.89
10253,S18_1589,Classic Metal Creations,24,103.29
10253,S18_2870,Red Start Diecast,37,114.84
10253,S18_3685,Gearbox Collectibles,31,139.87
10253,S18_1984,Min Lin Diecast,33,130.87
10253,S18_1129,Highway 66 Mini Classics,26,130.22
10253,S18_3232,Unimax Art Galleries,40,145.63
10253,S24_2972,Second Gear Diecast,40,34.74
10253,S24_3856,Classic Metal Creations,39,115.15
10253,S18_1889,Gearbox Collectibles,23,67.76
10253,S12_4675,Welly Diecast Productions,41,109.4
10253,S12_3380,Welly Diecast Productions,22,102.17
10253,S24_3371,Welly Diecast Productions,24,50.82
10253,S12_1099,Autoart Studio Design,24,157.6
10253,S12_3990,Studio M Art Models,25,67.03
10254,S24_1937,Motor City Art Classics,38,28.88
10254,S18_2325,Autoart Studio Design,41,102.98
10254,S24_3969,Red Start Diecast,20,39.8
10254,S18_2248,Motor City Art Classics,36,55.09
10254,S18_1749,Welly Diecast Productions,49,137.7
10254,S18_4409,Exoto Designs,34,80.99
10254,S18_4933,Studio M Art Models,30,59.87
10254,S24_2887,Exoto Designs,33,111.57
10254,S24_2766,Classic Metal Creations,31,85.42
10254,S24_3191,Exoto Designs,42,69.34
10254,S24_1046,Unimax Art Galleries,34,66.88
10254,S24_3432,Gearbox Collectibles,49,101.73
10254,S24_1628,Carousel DieCast Legends,32,43.27
10255,S18_2795,Gearbox Collectibles,24,135
10255,S24_2022,Classic Metal Creations,37,37.63
10256,S18_1367,Studio M Art Models,29,52.83
10256,S18_1342,Motor City Art Classics,34,93.49
10257,S18_2949,Carousel DieCast Legends,50,92.19
10257,S18_3136,Red Start Diecast,37,83.78
10257,S18_2957,Min Lin Diecast,49,59.34
10257,S24_4258,Second Gear Diecast,46,81.81
10257,S18_3320,Exoto Designs,26,91.27
10258,S700_2824,Carousel DieCast Legends,45,86.99
10258,S32_3522,Red Start Diecast,20,62.7
10258,S12_1666,Welly Diecast Productions,41,133.94
10258,S18_4668,Studio M Art Models,21,49.81
10258,S18_1097,Studio M Art Models,41,113.17
10258,S10_1949,Classic Metal Creations,32,177.87
10259,S24_1444,Highway 66 Mini Classics,28,46.82
10259,S50_1392,Highway 66 Mini Classics,29,105.33
10259,S18_2238,Gearbox Collectibles,30,134.26
10259,S12_4473,Exoto Designs,46,117.32
10259,S24_2840,Carousel DieCast Legends,31,31.47
10259,S32_2509,Classic Metal Creations,40,45.99
10259,S18_2319,Unimax Art Galleries,34,120.28
10259,S18_3232,Unimax Art Galleries,27,152.41
10259,S24_2300,Autoart Studio Design,47,121.4
10259,S18_2432,Carousel DieCast Legends,30,59.55
10259,S32_1268,Motor City Art Classics,45,95.35
10259,S10_4962,Second Gear Diecast,26,121.15
10259,S18_4600,Motor City Art Classics,41,107.76
10260,S18_3140,Unimax Art Galleries,32,121.57
10260,S700_1938,Studio M Art Models,33,80.55
10260,S18_3259,Carousel DieCast Legends,29,92.77
10260,S12_3891,Second Gear Diecast,44,169.56
10260,S12_1108,Second Gear Diecast,46,180.79
10260,S12_3148,Welly Diecast Productions,30,140.5
10260,S50_1514,Classic Metal Creations,21,56.24
10260,S18_4027,Min Lin Diecast,23,137.88
10260,S32_3207,Gearbox Collectibles,27,55.3
10260,S24_4048,Exoto Designs,23,117.1
10261,S10_4757,Motor City Art Classics,27,116.96
10261,S700_2610,Red Start Diecast,44,58.55
10261,S24_3151,Min Lin Diecast,22,79.66
10261,S700_1138,Autoart Studio Design,34,64
10261,S700_3505,Carousel DieCast Legends,25,89.15
10261,S700_3962,Welly Diecast Productions,50,88.39
10261,S72_3212,Unimax Art Galleries,29,43.68
10261,S24_2011,Carousel DieCast Legends,36,105.69
10261,S18_4522,Exoto Designs,20,80.75
10262,S24_1785,Classic Metal Creations,34,98.48
10262,S32_4289,Highway 66 Mini Classics,40,63.97
10262,S50_1341,Studio M Art Models,49,35.78
10262,S700_1691,Min Lin Diecast,40,87.69
10262,S700_3167,Motor City Art Classics,27,64.8
10262,S700_2466,Motor City Art Classics,33,81.77
10262,S700_4002,Second Gear Diecast,35,64.41
10262,S24_3949,Second Gear Diecast,48,58.69
10262,S18_1662,Red Start Diecast,49,157.69
10262,S24_2841,Autoart Studio Design,24,63.71
10262,S24_3420,Autoart Studio Design,46,65.75
10262,S72_1253,Motor City Art Classics,21,41.71
10262,S700_2047,Unimax Art Galleries,44,83.28
10262,S18_3856,Exoto Designs,34,85.75
10262,S18_3029,Min Lin Diecast,32,81.72
10262,S24_3816,Carousel DieCast Legends,49,82.18
10263,S12_2823,Unimax Art Galleries,48,123.51
10263,S10_1678,Min Lin Diecast,34,89
10263,S24_1578,Autoart Studio Design,42,109.32
10263,S10_4698,Red Start Diecast,41,193.66
10263,S10_2016,Highway 66 Mini Classics,40,107.05
10263,S18_2625,Welly Diecast Productions,34,50.27
10263,S24_2000,Highway 66 Mini Classics,37,67.03
10263,S32_1374,Exoto Designs,31,93.9
10263,S700_2834,Highway 66 Mini Classics,47,117.46
10263,S18_2581,Gearbox Collectibles,33,67.58
10263,S24_4278,Unimax Art Galleries,24,59.41
10264,S24_4620,Classic Metal Creations,47,75.18
10264,S18_4721,Classic Metal Creations,20,124.99
10264,S18_3782,Studio M Art Models,48,58.44
10264,S32_2206,Gearbox Collectibles,20,39.02
10264,S50_4713,Autoart Studio Design,47,67.53
10264,S24_2360,Highway 66 Mini Classics,37,61.64
10264,S32_4485,Second Gear Diecast,34,100.01
10265,S18_3482,Gearbox Collectibles,49,123.47
10265,S18_3278,Min Lin Diecast,45,74.78
10266,S24_1628,Carousel DieCast Legends,28,40.25
10266,S18_1589,Classic Metal Creations,36,99.55
10266,S18_2870,Red Start Diecast,20,113.52
10266,S18_3685,Gearbox Collectibles,33,127.15
10266,S18_1984,Min Lin Diecast,49,139.41
10266,S18_1129,Highway 66 Mini Classics,21,131.63
10266,S18_3232,Unimax Art Galleries,29,137.17
10266,S24_2972,Second Gear Diecast,34,35.12
10266,S24_3856,Classic Metal Creations,24,119.37
10266,S18_1889,Gearbox Collectibles,33,77
10266,S12_4675,Welly Diecast Productions,40,112.86
10266,S12_3380,Welly Diecast Productions,22,110.39
10266,S24_3371,Welly Diecast Productions,47,56.33
10266,S12_1099,Autoart Studio Design,44,188.73
10266,S12_3990,Studio M Art Models,35,67.83
10267,S18_4933,Studio M Art Models,36,71.27
10267,S24_2887,Exoto Designs,43,93.95
10267,S24_2766,Classic Metal Creations,38,76.33
10267,S24_3191,Exoto Designs,44,83.9
10267,S24_1046,Unimax Art Galleries,40,72.02
10267,S24_3432,Gearbox Collectibles,43,98.51
10268,S18_3320,Exoto Designs,39,96.23
10268,S18_1367,Studio M Art Models,26,45.82
10268,S18_1342,Motor City Art Classics,49,93.49
10268,S18_2795,Gearbox Collectibles,35,148.5
10268,S24_2022,Classic Metal Creations,40,36.29
10268,S24_1937,Motor City Art Classics,33,31.86
10268,S18_2325,Autoart Studio Design,50,124.59
10268,S24_3969,Red Start Diecast,30,37.75
10268,S18_2248,Motor City Art Classics,31,60.54
10268,S18_1749,Welly Diecast Productions,34,164.9
10268,S18_4409,Exoto Designs,35,84.67
10269,S18_2957,Min Lin Diecast,32,57.46
10269,S24_4258,Second Gear Diecast,48,95.44
10270,S32_1268,Motor City Art Classics,32,93.42
10270,S10_4962,Second Gear Diecast,32,124.1
10270,S18_4600,Motor City Art Classics,38,107.76
10270,S700_2824,Carousel DieCast Legends,46,101.15
10270,S32_3522,Red Start Diecast,21,52.36
10270,S12_1666,Welly Diecast Productions,28,135.3
10270,S18_4668,Studio M Art Models,44,40.25
10270,S18_1097,Studio M Art Models,43,94.5
10270,S10_1949,Classic Metal Creations,21,171.44
10270,S18_2949,Carousel DieCast Legends,31,81.05
10270,S18_3136,Red Start Diecast,38,85.87
10271,S24_4048,Exoto Designs,22,110
10271,S24_1444,Highway 66 Mini Classics,45,49.71
10271,S50_1392,Highway 66 Mini Classics,34,93.76
10271,S18_2238,Gearbox Collectibles,50,147.36
10271,S12_4473,Exoto Designs,31,99.54
10271,S24_2840,Carousel DieCast Legends,38,28.64
10271,S32_2509,Classic Metal Creations,35,51.95
10271,S18_2319,Unimax Art Galleries,50,121.5
10271,S18_3232,Unimax Art Galleries,20,169.34
10271,S24_2300,Autoart Studio Design,43,122.68
10271,S18_2432,Carousel DieCast Legends,25,59.55
10272,S12_3891,Second Gear Diecast,39,148.8
10272,S12_1108,Second Gear Diecast,35,187.02
10272,S12_3148,Welly Diecast Productions,27,123.89
10272,S50_1514,Classic Metal Creations,43,53.89
10272,S18_4027,Min Lin Diecast,25,126.39
10272,S32_3207,Gearbox Collectibles,45,56.55
10273,S18_3856,Exoto Designs,50,105.87
10273,S18_3029,Min Lin Diecast,34,84.3
10273,S24_3816,Carousel DieCast Legends,48,83.86
10273,S10_4757,Motor City Art Classics,30,136
10273,S700_2610,Red Start Diecast,42,57.82
10273,S24_3151,Min Lin Diecast,27,84.08
10273,S700_1138,Autoart Studio Design,21,66
10273,S700_3505,Carousel DieCast Legends,40,91.15
10273,S700_3962,Welly Diecast Productions,26,89.38
10273,S72_3212,Unimax Art Galleries,37,51.32
10273,S24_2011,Carousel DieCast Legends,22,103.23
10273,S18_4522,Exoto Designs,33,72.85
10273,S18_3140,Unimax Art Galleries,40,117.47
10273,S700_1938,Studio M Art Models,21,77.95
10273,S18_3259,Carousel DieCast Legends,47,87.73
10274,S18_1662,Red Start Diecast,41,129.31
10274,S24_2841,Autoart Studio Design,40,56.86
10274,S24_3420,Autoart Studio Design,24,65.09
10274,S72_1253,Motor City Art Classics,32,49.66
10274,S700_2047,Unimax Art Galleries,24,75.13
10275,S10_1678,Min Lin Diecast,45,81.35
10275,S24_1578,Autoart Studio Design,21,105.94
10275,S10_4698,Red Start Diecast,36,154.93
10275,S10_2016,Highway 66 Mini Classics,22,115.37
10275,S18_2625,Welly Diecast Productions,37,52.09
10275,S24_2000,Highway 66 Mini Classics,30,61.7
10275,S32_1374,Exoto Designs,23,89.9
10275,S700_2834,Highway 66 Mini Classics,48,102.04
10275,S18_2581,Gearbox Collectibles,35,70.12
10275,S24_4278,Unimax Art Galleries,27,67.38
10275,S24_1785,Classic Metal Creations,25,97.38
10275,S32_4289,Highway 66 Mini Classics,28,58.47
10275,S50_1341,Studio M Art Models,38,40.15
10275,S700_1691,Min Lin Diecast,32,85.86
10275,S700_3167,Motor City Art Classics,43,72
10275,S700_2466,Motor City Art Classics,39,82.77
10275,S700_4002,Second Gear Diecast,31,59.96
10275,S24_3949,Second Gear Diecast,41,58
10276,S12_3380,Welly Diecast Productions,47,104.52
10276,S24_3371,Welly Diecast Productions,20,58.17
10276,S12_1099,Autoart Studio Design,50,184.84
10276,S12_3990,Studio M Art Models,38,67.83
10276,S18_3482,Gearbox Collectibles,30,139.64
10276,S18_3278,Min Lin Diecast,38,78
10276,S24_4620,Classic Metal Creations,48,67.1
10276,S18_4721,Classic Metal Creations,48,120.53
10276,S18_3782,Studio M Art Models,33,54.71
10276,S32_2206,Gearbox Collectibles,27,35.4
10276,S50_4713,Autoart Studio Design,21,67.53
10276,S24_2360,Highway 66 Mini Classics,46,61.64
10276,S32_4485,Second Gear Diecast,38,94.91
10276,S12_2823,Unimax Art Galleries,43,150.62
10277,S12_4675,Welly Diecast Productions,28,93.28
10278,S24_1628,Carousel DieCast Legends,35,48.8
10278,S18_1589,Classic Metal Creations,23,107.02
10278,S18_2870,Red Start Diecast,39,117.48
10278,S18_3685,Gearbox Collectibles,31,114.44
10278,S18_1984,Min Lin Diecast,29,118.07
10278,S18_1129,Highway 66 Mini Classics,34,114.65
10278,S18_3232,Unimax Art Galleries,42,167.65
10278,S24_2972,Second Gear Diecast,31,37.38
10278,S24_3856,Classic Metal Creations,25,136.22
10278,S18_1889,Gearbox Collectibles,29,73.15
10279,S18_4933,Studio M Art Models,26,68.42
10279,S24_2887,Exoto Designs,48,106.87
10279,S24_2766,Classic Metal Creations,49,76.33
10279,S24_3191,Exoto Designs,33,78.76
10279,S24_1046,Unimax Art Galleries,32,68.35
10279,S24_3432,Gearbox Collectibles,48,95.3
10280,S18_1097,Studio M Art Models,24,98
10280,S10_1949,Classic Metal Creations,34,205.73
10280,S18_2949,Carousel DieCast Legends,46,82.06
10280,S18_3136,Red Start Diecast,29,102.63
10280,S18_2957,Min Lin Diecast,43,54.34
10280,S24_4258,Second Gear Diecast,21,79.86
