orderNumber,productCode,productName,quantityOrdered,priceEach
10201,S10_2016,1996 Moto Guzzi 1100i,24,116.56
10201,S18_2625,1936 Harley Davidson El Knucklehead,30,48.46
10201,S24_2000,1960 BSA Gold Star DBD34,25,66.27
10202,S24_4620,1961 Chevrolet Impala,50,75.18
10202,S18_4721,1957 Corvette Convertible,43,124.99
10202,S18_3782,1957 Vespa GS150,30,55.33
10202,S32_2206,1982 Ducati 996 R,27,33.39
10202,S50_4713,2002 Yamaha YZR M1,40,79.73
10202,S24_2360,1982 Ducati 900 Monster,50,56.1
10202,S32_4485,1974 Ducati 350 Mk3 Desmo,31,81.64
10203,S18_3232,1992 Ferrari 360 Spider red,48,157.49
10203,S24_2972,1982 Lamborghini Diablo,21,33.23
10203,S24_3856,1956 Porsche 356A Coupe,47,140.43
10203,S18_1889,1948 Porsche 356-A Roadster,45,73.15
10203,S12_4675,1969 Dodge Charger,47,115.16
10203,S12_3380,1968 Dodge Charger,20,111.57
10203,S24_3371,1971 Alpine Renault 1600s,34,56.94
10203,S12_1099,1968 Ford Mustang,20,161.49
10203,S12_3990,1970 Plymouth Hemi Cuda,44,63.84
10203,S18_3482,1976 Ford Gran Torino,32,127.88
10203,S18_3278,1969 Dodge Super Bee,33,66.74
10204,S18_2325,1932 Model A Ford J-Coupe,26,119.5
10204,S24_3969,1936 Mercedes Benz 500k Roadster,39,34.88
10204,S18_2248,1911 Ford Town Car,23,59.33
10204,S18_1749,1917 Grand Touring Sedan,33,153
10204,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,29,83.75
10204,S18_4933,1957 Ford Thunderbird,45,69.84
10204,S24_2887,1952 Citroen-15CV,42,112.74
10204,S24_2766,1949 Jaguar XK 120,47,79.06
10204,S24_3191,1969 Chevrolet Camaro Z28,40,84.75
10204,S24_1046,1970 Chevy Chevelle SS 454,20,69.82
10204,S24_3432,2002 Chevy Corvette,48,104.94
10204,S24_1628,1966 Shelby Cobra 427 S/C,45,46.79
10204,S18_1589,1965 Aston Martin DB5,40,113.24
10204,S18_2870,1999 Indy 500 Monte Carlo SS,27,106.92
10204,S18_3685,1948 Porsche Type 356 Roadster,35,132.8
10204,S18_1984,1995 Honda Civic,38,133.72
10204,S18_1129,1993 Mazda RX-7,42,114.65
10205,S18_1367,1936 Mercedes-Benz 500K Special Roadster,48,45.82
10205,S18_1342,1937 Lincoln Berline,36,98.63
10205,S18_2795,1928 Mercedes-Benz SSK,40,138.38
10205,S24_2022,1938 Cadillac V-16 Presidential Limousine,24,36.74
10205,S24_1937,1939 Chevrolet Deluxe Coupe,32,27.88
10206,S700_2824,1982 Camaro Z28,33,89.01
10206,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,36,54.94
10206,S12_1666,1958 Setra Bus,28,109.34
10206,S18_4668,1939 Cadillac Limousine,21,45.78
10206,S18_1097,1940 Ford Pickup Truck,34,115.5
10206,S10_1949,1952 Alpine Renault 1300,47,203.59
10206,S18_2949,1913 Ford Model T Speedster,37,98.27
10206,S18_3136,18th Century Vintage Horse Carriage,30,102.63
10206,S18_2957,1934 Ford V8 Coupe,28,51.84
10206,S24_4258,1936 Chrysler Airflow,33,95.44
10206,S18_3320,1917 Maxwell Touring Car,28,99.21
10207,S18_4027,1970 Triumph Spitfire,40,143.62
10207,S32_3207,1950's Chicago Surface Lines Streetcar,45,55.3
10207,S24_4048,1992 Porsche Cayenne Turbo Silver,28,108.82
10207,S24_1444,1970 Dodge Coronet,49,57.8
10207,S50_1392,Diamond T620 Semi-Skirted Tanker,28,106.49
10207,S18_2238,1998 Chrysler Plymouth Prowler,44,140.81
10207,S12_4473,1957 Chevy Pickup,34,95.99
10207,S24_2840,1958 Chevy Corvette Limited Edition,42,30.76
10207,S32_2509,1954 Greyhound Scenicruiser,27,51.95
10207,S18_2319,1964 Mercedes Tour Bus,43,109.23
10207,S18_3232,1992 Ferrari 360 Spider red,25,140.55
10207,S24_2300,1962 Volkswagen Microbus,46,127.79
10207,S18_2432,1926 Ford Fire Engine,37,60.77
10207,S32_1268,1980's GM Manhattan Express,49,84.75
10207,S10_4962,1962 LanciaA Delta 16V,31,125.58
10207,S18_4600,1940s Ford truck,47,119.87
10208,S700_2610,The USS Constitution Ship,46,63.61
10208,S24_3151,1912 Ford Model T Delivery Wagon,20,80.54
10208,S700_1138,The Schooner Bluenose,38,56.67
10208,S700_3505,The Titanic,37,95.16
10208,S700_3962,The Queen Mary,33,95.34
10208,S72_3212,Pont Yacht,42,48.05
10208,S24_2011,18th century schooner,35,122.89
10208,S18_4522,1904 Buick Runabout,45,72.85
10208,S18_3140,1903 Ford Model A,24,117.47
10208,S700_1938,The Mayflower,40,73.62
10208,S18_3259,Collectable Wooden Train,48,96.81
10208,S12_3891,1969 Ford Falcon,20,152.26
10208,S12_1108,2001 Ferrari Enzo,46,176.63
10208,S12_3148,1969 Corvair Monza,26,128.42
10208,S50_1514,1962 City of Detroit Streetcar,30,57.99
10209,S24_2841,1900s Vintage Bi-Plane,43,66.45
10209,S24_3420,1937 Horch 930V Limousine,36,56.55
10209,S72_1253,Boeing X-32A JSF,48,44.2
10209,S700_2047,HMS Bounty,33,90.52
10209,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,20,97.4
10209,S18_3029,1999 Yamaha Speed Boat,28,82.58
10209,S24_3816,1940 Ford Delivery Sedan,22,79.67
10209,S10_4757,1972 Alfa Romeo GTA,39,129.2
10210,S10_4698,2003 Harley-Davidson Eagle Drag Bike,34,189.79
10210,S10_2016,1996 Moto Guzzi 1100i,23,112.99
10210,S18_2625,1936 Harley Davidson El Knucklehead,40,51.48
10210,S24_2000,1960 BSA Gold Star DBD34,30,63.22
10210,S32_1374,1997 BMW F650 ST,46,84.91
10210,S700_2834,ATA: B757-300,25,98.48
10210,S18_2581,P-51-D Mustang,50,68.43
10210,S24_4278,1900s Vintage Tri-Plane,40,68.1
10210,S24_1785,1928 British Royal Navy Airplane,27,100.67
10210,S32_4289,1928 Ford Phaeton Deluxe,39,57.1
10210,S50_1341,1930 Buick Marquette Phaeton,43,43.2
10210,S700_1691,American Airlines: B767-300,21,87.69
10210,S700_3167,F/A 18 Hornet 1/72,31,64
10210,S700_2466,America West Airlines B757-200,26,93.74
10210,S700_4002,American Airlines: MD-11S,42,60.7
10210,S24_3949,Corsair F4U ( Bird Cage),29,56.64
10210,S18_1662,1980s Black Hawk Helicopter,31,141.92
10211,S24_3371,1971 Alpine Renault 1600s,48,52.66
10211,S12_1099,1968 Ford Mustang,41,171.22
10211,S12_3990,1970 Plymouth Hemi Cuda,28,79.8
10211,S18_3482,1976 Ford Gran Torino,28,138.17
10211,S18_3278,1969 Dodge Super Bee,35,73.17
10211,S24_4620,1961 Chevrolet Impala,22,80.84
10211,S18_4721,1957 Corvette Convertible,41,148.8
10211,S18_3782,1957 Vespa GS150,46,60.3
10211,S32_2206,1982 Ducati 996 R,41,39.83
10211,S50_4713,2002 Yamaha YZR M1,40,70.78
10211,S24_2360,1982 Ducati 900 Monster,21,62.33
10211,S32_4485,1974 Ducati 350 Mk3 Desmo,37,94.91
10211,S12_2823,2002 Suzuki XREO,36,126.52
10211,S10_1678,1969 Harley Davidson Ultimate Chopper,41,90.92
10211,S24_1578,1997 BMW R 1100 S,25,109.32
10212,S24_2766,1949 Jaguar XK 120,45,81.78
10212,S24_3191,1969 Chevrolet Camaro Z28,27,77.91
10212,S24_1046,1970 Chevy Chevelle SS 454,41,61.73
10212,S24_3432,2002 Chevy Corvette,46,100.66
10212,S24_1628,1966 Shelby Cobra 427 S/C,45,43.27
10212,S18_1589,1965 Aston Martin DB5,38,105.77
10212,S18_2870,1999 Indy 500 Monte Carlo SS,40,117.48
10212,S18_3685,1948 Porsche Type 356 Roadster,45,115.85
10212,S18_1984,1995 Honda Civic,41,133.72
10212,S18_1129,1993 Mazda RX-7,29,117.48
10212,S18_3232,1992 Ferrari 360 Spider red,40,155.79
10212,S24_2972,1982 Lamborghini Diablo,34,37.38
10212,S24_3856,1956 Porsche 356A Coupe,49,117.96
10212,S18_1889,1948 Porsche 356-A Roadster,20,64.68
10212,S12_4675,1969 Dodge Charger,33,110.55
10212,S12_3380,1968 Dodge Charger,39,99.82
10213,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,38,84.67
10213,S18_4933,1957 Ford Thunderbird,25,58.44
10213,S24_2887,1952 Citroen-15CV,27,97.48
10214,S18_2795,1928 Mercedes-Benz SSK,50,167.06
10214,S24_2022,1938 Cadillac V-16 Presidential Limousine,49,39.87
10214,S24_1937,1939 Chevrolet Deluxe Coupe,20,32.19
10214,S18_2325,1932 Model A Ford J-Coupe,27,125.86
10214,S24_3969,1936 Mercedes Benz 500k Roadster,44,38.57
10214,S18_2248,1911 Ford Town Car,21,53.28
10214,S18_1749,1917 Grand Touring Sedan,30,166.6
10215,S18_4668,1939 Cadillac Limousine,46,42.76
10215,S18_1097,1940 Ford Pickup Truck,46,100.34
10215,S10_1949,1952 Alpine Renault 1300,35,205.73
10215,S18_2949,1913 Ford Model T Speedster,49,97.26
10215,S18_3136,18th Century Vintage Horse Carriage,49,89.01
10215,S18_2957,1934 Ford V8 Coupe,31,56.21
10215,S24_4258,1936 Chrysler Airflow,39,94.47
10215,S18_3320,1917 Maxwell Touring Car,41,84.33
10215,S18_1367,1936 Mercedes-Benz 500K Special Roadster,33,53.91
10215,S18_1342,1937 Lincoln Berline,27,92.47
10216,S12_1666,1958 Setra Bus,43,133.94
10217,S24_2300,1962 Volkswagen Microbus,28,103.51
10217,S18_2432,1926 Ford Fire Engine,35,58.34
10217,S32_1268,1980's GM Manhattan Express,21,78.97
10217,S10_4962,1962 LanciaA Delta 16V,48,132.97
10217,S18_4600,1940s Ford truck,38,118.66
10217,S700_2824,1982 Camaro Z28,31,90.02
10217,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,39,56.24
10218,S18_2319,1964 Mercedes Tour Bus,22,110.46
10218,S18_3232,1992 Ferrari 360 Spider red,34,152.41
10219,S18_2238,1998 Chrysler Plymouth Prowler,43,132.62
10219,S12_4473,1957 Chevy Pickup,48,94.8
10219,S24_2840,1958 Chevy Corvette Limited Edition,21,31.12
10219,S32_2509,1954 Greyhound Scenicruiser,35,47.62
10220,S12_3891,1969 Ford Falcon,27,166.1
10220,S12_1108,2001 Ferrari Enzo,32,189.1
10220,S12_3148,1969 Corvair Monza,30,151.08
10220,S50_1514,1962 City of Detroit Streetcar,30,56.82
10220,S18_4027,1970 Triumph Spitfire,50,126.39
10220,S32_3207,1950's Chicago Surface Lines Streetcar,20,49.71
10220,S24_4048,1992 Porsche Cayenne Turbo Silver,37,101.72
10220,S24_1444,1970 Dodge Coronet,26,48.55
10220,S50_1392,Diamond T620 Semi-Skirted Tanker,37,92.6
10221,S24_2011,18th century schooner,49,113.06
10221,S18_4522,1904 Buick Runabout,39,84.26
10221,S18_3140,1903 Ford Model A,33,133.86
10221,S700_1938,The Mayflower,23,69.29
10221,S18_3259,Collectable Wooden Train,23,89.75
10222,S700_2466,America West Airlines B757-200,37,90.75
10222,S700_4002,American Airlines: MD-11S,43,66.63
10222,S24_3949,Corsair F4U ( Bird Cage),48,55.27
10222,S18_1662,1980s Black Hawk Helicopter,49,137.19
10222,S24_2841,1900s Vintage Bi-Plane,32,56.86
10222,S24_3420,1937 Horch 930V Limousine,43,61.15
10222,S72_1253,Boeing X-32A JSF,31,45.19
10222,S700_2047,HMS Bounty,26,80.56
10222,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,45,88.93
10222,S18_3029,1999 Yamaha Speed Boat,49,79.14
10222,S24_3816,1940 Ford Delivery Sedan,46,77.99
10222,S10_4757,1972 Alfa Romeo GTA,49,133.28
10222,S700_2610,The USS Constitution Ship,36,69.39
10222,S24_3151,1912 Ford Model T Delivery Wagon,47,74.35
10222,S700_1138,The Schooner Bluenose,31,58.67
10222,S700_3505,The Titanic,38,84.14
10222,S700_3962,The Queen Mary,31,81.43
10222,S72_3212,Pont Yacht,36,48.59
10223,S10_1678,1969 Harley Davidson Ultimate Chopper,37,80.39
10223,S24_1578,1997 BMW R 1100 S,32,104.81
10223,S10_4698,2003 Harley-Davidson Eagle Drag Bike,49,189.79
10223,S10_2016,1996 Moto Guzzi 1100i,47,110.61
10223,S18_2625,1936 Harley Davidson El Knucklehead,28,58.75
10223,S24_2000,1960 BSA Gold Star DBD34,38,60.94
10223,S32_1374,1997 BMW F650 ST,21,90.9
10223,S700_2834,ATA: B757-300,29,113.9
10223,S18_2581,P-51-D Mustang,47,67.58
10223,S24_4278,1900s Vintage Tri-Plane,23,68.1
10223,S24_1785,1928 British Royal Navy Airplane,34,87.54
10223,S32_4289,1928 Ford Phaeton Deluxe,20,66.73
10223,S50_1341,1930 Buick Marquette Phaeton,41,41.02
10223,S700_1691,American Airlines: B767-300,25,84.03
10223,S700_3167,F/A 18 Hornet 1/72,26,79.2
10224,S18_3782,1957 Vespa GS150,38,57.2
10224,S32_2206,1982 Ducati 996 R,43,37.01
10224,S50_4713,2002 Yamaha YZR M1,50,81.36
10224,S24_2360,1982 Ducati 900 Monster,37,60.26
10224,S32_4485,1974 Ducati 350 Mk3 Desmo,30,94.91
10224,S12_2823,2002 Suzuki XREO,43,141.58
10225,S18_1129,1993 Mazda RX-7,32,116.06
10225,S18_3232,1992 Ferrari 360 Spider red,43,162.57
10225,S24_2972,1982 Lamborghini Diablo,42,34.74
10225,S24_3856,1956 Porsche 356A Coupe,40,130.6
10225,S18_1889,1948 Porsche 356-A Roadster,47,71.61
10225,S12_4675,1969 Dodge Charger,21,100.19
10225,S12_3380,1968 Dodge Charger,25,101
10225,S24_3371,1971 Alpine Renault 1600s,24,51.43
10225,S12_1099,1968 Ford Mustang,27,157.6
10225,S12_3990,1970 Plymouth Hemi Cuda,37,64.64
10225,S18_3482,1976 Ford Gran Torino,27,119.06
10225,S18_3278,1969 Dodge Super Bee,37,69.96
10225,S24_4620,1961 Chevrolet Impala,46,77.61
10225,S18_4721,1957 Corvette Convertible,35,135.41
10226,S24_1046,1970 Chevy Chevelle SS 454,21,65.41
10226,S24_3432,2002 Chevy Corvette,48,95.3
10226,S24_1628,1966 Shelby Cobra 427 S/C,36,47.79
10226,S18_1589,1965 Aston Martin DB5,38,108.26
10226,S18_2870,1999 Indy 500 Monte Carlo SS,24,125.4
10226,S18_3685,1948 Porsche Type 356 Roadster,46,122.91
10226,S18_1984,1995 Honda Civic,24,129.45
10227,S18_3320,1917 Maxwell Touring Car,33,99.21
10227,S18_1367,1936 Mercedes-Benz 500K Special Roadster,31,50.14
10227,S18_1342,1937 Lincoln Berline,25,85.27
10227,S18_2795,1928 Mercedes-Benz SSK,29,146.81
10227,S24_2022,1938 Cadillac V-16 Presidential Limousine,24,39.42
10227,S24_1937,1939 Chevrolet Deluxe Coupe,42,27.22
10227,S18_2325,1932 Model A Ford J-Coupe,46,118.23
10227,S24_3969,1936 Mercedes Benz 500k Roadster,27,34.88
10227,S18_2248,1911 Ford Town Car,28,59.93
10227,S18_1749,1917 Grand Touring Sedan,26,136
10227,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,34,87.43
10227,S18_4933,1957 Ford Thunderbird,37,70.56
10227,S24_2887,1952 Citroen-15CV,33,102.17
10227,S24_2766,1949 Jaguar XK 120,47,84.51
10227,S24_3191,1969 Chevrolet Camaro Z28,40,78.76
10228,S18_1097,1940 Ford Pickup Truck,32,100.34
10228,S10_1949,1952 Alpine Renault 1300,29,214.3
10228,S18_2949,1913 Ford Model T Speedster,24,101.31
10228,S18_3136,18th Century Vintage Horse Carriage,31,100.53
10228,S18_2957,1934 Ford V8 Coupe,45,57.46
10228,S24_4258,1936 Chrysler Airflow,33,84.73
10229,S12_4473,1957 Chevy Pickup,36,95.99
10229,S24_2840,1958 Chevy Corvette Limited Edition,33,34.65
10229,S32_2509,1954 Greyhound Scenicruiser,23,49.78
10229,S18_2319,1964 Mercedes Tour Bus,26,104.32
10229,S18_3232,1992 Ferrari 360 Spider red,22,157.49
10229,S24_2300,1962 Volkswagen Microbus,48,115.01
10229,S18_2432,1926 Ford Fire Engine,28,53.48
10229,S32_1268,1980's GM Manhattan Express,25,78.97
10229,S10_4962,1962 LanciaA Delta 16V,50,138.88
10229,S18_4600,1940s Ford truck,41,119.87
10229,S700_2824,1982 Camaro Z28,50,91.04
10229,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,30,52.36
10229,S12_1666,1958 Setra Bus,25,110.7
10229,S18_4668,1939 Cadillac Limousine,39,43.77
10230,S12_3148,1969 Corvair Monza,43,128.42
10230,S50_1514,1962 City of Detroit Streetcar,43,57.41
10230,S18_4027,1970 Triumph Spitfire,42,142.18
10230,S32_3207,1950's Chicago Surface Lines Streetcar,46,59.03
10230,S24_4048,1992 Porsche Cayenne Turbo Silver,45,99.36
10230,S24_1444,1970 Dodge Coronet,36,47.4
10230,S50_1392,Diamond T620 Semi-Skirted Tanker,34,100.7
10230,S18_2238,1998 Chrysler Plymouth Prowler,49,153.91
10231,S12_3891,1969 Ford Falcon,49,147.07
10231,S12_1108,2001 Ferrari Enzo,42,193.25
10232,S700_3505,The Titanic,48,86.15
10232,S700_3962,The Queen Mary,35,81.43
10232,S72_3212,Pont Yacht,24,48.59
10232,S24_2011,18th century schooner,46,113.06
10232,S18_4522,1904 Buick Runabout,23,78.12
10232,S18_3140,1903 Ford Model A,22,133.86
10232,S700_1938,The Mayflower,26,84.88
10232,S18_3259,Collectable Wooden Train,48,97.81
10233,S700_2610,The USS Constitution Ship,29,67.94
10233,S24_3151,1912 Ford Model T Delivery Wagon,40,70.81
10233,S700_1138,The Schooner Bluenose,36,66
10234,S18_1662,1980s Black Hawk Helicopter,50,146.65
10234,S24_2841,1900s Vintage Bi-Plane,44,67.14
10234,S24_3420,1937 Horch 930V Limousine,25,65.09
10234,S72_1253,Boeing X-32A JSF,40,45.69
10234,S700_2047,HMS Bounty,29,83.28
10234,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,39,85.75
10234,S18_3029,1999 Yamaha Speed Boat,48,84.3
10234,S24_3816,1940 Ford Delivery Sedan,31,78.83
10234,S10_4757,1972 Alfa Romeo GTA,48,118.32
10235,S32_1374,1997 BMW F650 ST,41,90.9
10235,S700_2834,ATA: B757-300,25,116.28
10235,S18_2581,P-51-D Mustang,24,81.95
10235,S24_4278,1900s Vintage Tri-Plane,40,63.03
10235,S24_1785,1928 British Royal Navy Airplane,23,89.72
10235,S32_4289,1928 Ford Phaeton Deluxe,34,66.73
10235,S50_1341,1930 Buick Marquette Phaeton,41,37.09
10235,S700_1691,American Airlines: B767-300,25,88.6
10235,S700_3167,F/A 18 Hornet 1/72,32,73.6
10235,S700_2466,America West Airlines B757-200,38,92.74
10235,S700_4002,American Airlines: MD-11S,34,70.33
10235,S24_3949,Corsair F4U ( Bird Cage),33,55.27
10236,S10_2016,1996 Moto Guzzi 1100i,22,105.86
10236,S18_2625,1936 Harley Davidson El Knucklehead,23,52.7
10236,S24_2000,1960 BSA Gold Star DBD34,36,65.51
10237,S18_3782,1957 Vespa GS150,26,49.74
10237,S32_2206,1982 Ducati 996 R,26,35
10237,S50_4713,2002 Yamaha YZR M1,20,78.92
10237,S24_2360,1982 Ducati 900 Monster,26,62.33
10237,S32_4485,1974 Ducati 350 Mk3 Desmo,27,94.91
10237,S12_2823,2002 Suzuki XREO,32,129.53
10237,S10_1678,1969 Harley Davidson Ultimate Chopper,23,91.87
10237,S24_1578,1997 BMW R 1100 S,20,109.32
10237,S10_4698,2003 Harley-Davidson Eagle Drag Bike,39,158.8
10238,S12_3380,1968 Dodge Charger,29,104.52
10238,S24_3371,1971 Alpine Renault 1600s,47,53.88
10238,S12_1099,1968 Ford Mustang,28,161.49
10238,S12_3990,1970 Plymouth Hemi Cuda,20,73.42
10238,S18_3482,1976 Ford Gran Torino,49,144.05
10238,S18_3278,1969 Dodge Super Bee,41,68.35
10238,S24_4620,1961 Chevrolet Impala,22,67.91
10238,S18_4721,1957 Corvette Convertible,44,120.53
10239,S18_3232,1992 Ferrari 360 Spider red,47,135.47
10239,S24_2972,1982 Lamborghini Diablo,20,32.47
10239,S24_3856,1956 Porsche 356A Coupe,29,133.41
10239,S18_1889,1948 Porsche 356-A Roadster,46,70.07
10239,S12_4675,1969 Dodge Charger,21,100.19
10240,S18_3685,1948 Porsche Type 356 Roadster,37,134.22
10240,S18_1984,1995 Honda Civic,37,136.56
10240,S18_1129,1993 Mazda RX-7,41,125.97
10241,S18_2248,1911 Ford Town Car,33,55.7
10241,S18_1749,1917 Grand Touring Sedan,41,153
10241,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,42,77.31
10241,S18_4933,1957 Ford Thunderbird,30,62.72
10241,S24_2887,1952 Citroen-15CV,28,117.44
10241,S24_2766,1949 Jaguar XK 120,47,89.05
10241,S24_3191,1969 Chevrolet Camaro Z28,26,69.34
10241,S24_1046,1970 Chevy Chevelle SS 454,22,72.02
10241,S24_3432,2002 Chevy Corvette,27,107.08
10241,S24_1628,1966 Shelby Cobra 427 S/C,21,47.29
10241,S18_1589,1965 Aston Martin DB5,21,119.46
10241,S18_2870,1999 Indy 500 Monte Carlo SS,44,126.72
10242,S24_3969,1936 Mercedes Benz 500k Roadster,46,36.52
10243,S24_1937,1939 Chevrolet Deluxe Coupe,33,30.87
10243,S18_2325,1932 Model A Ford J-Coupe,47,111.87
10244,S18_2949,1913 Ford Model T Speedster,30,87.13
10244,S18_3136,18th Century Vintage Horse Carriage,29,85.87
10244,S18_2957,1934 Ford V8 Coupe,24,54.96
10244,S24_4258,1936 Chrysler Airflow,40,97.39
10244,S18_3320,1917 Maxwell Touring Car,36,87.3
10244,S18_1367,1936 Mercedes-Benz 500K Special Roadster,20,48.52
10244,S18_1342,1937 Lincoln Berline,40,99.66
10244,S18_2795,1928 Mercedes-Benz SSK,43,141.75
10244,S24_2022,1938 Cadillac V-16 Presidential Limousine,39,42.11
10245,S32_1268,1980's GM Manhattan Express,37,81.86
10245,S10_4962,1962 LanciaA Delta 16V,28,147.74
10245,S18_4600,1940s Ford truck,21,111.39
10245,S700_2824,1982 Camaro Z28,44,81.93
10245,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,44,54.94
10245,S12_1666,1958 Setra Bus,38,120.27
10245,S18_4668,1939 Cadillac Limousine,45,48.8
10245,S18_1097,1940 Ford Pickup Truck,29,114.34
10245,S10_1949,1952 Alpine Renault 1300,34,195.01
10246,S24_4048,1992 Porsche Cayenne Turbo Silver,46,100.54
10246,S24_1444,1970 Dodge Coronet,44,46.24
10246,S50_1392,Diamond T620 Semi-Skirted Tanker,22,113.44
10246,S18_2238,1998 Chrysler Plymouth Prowler,40,144.08
10246,S12_4473,1957 Chevy Pickup,46,99.54
10246,S24_2840,1958 Chevy Corvette Limited Edition,49,34.65
10246,S32_2509,1954 Greyhound Scenicruiser,35,45.45
10246,S18_2319,1964 Mercedes Tour Bus,22,100.64
10246,S18_3232,1992 Ferrari 360 Spider red,36,145.63
10246,S24_2300,1962 Volkswagen Microbus,29,118.84
10246,S18_2432,1926 Ford Fire Engine,30,57.73
10247,S12_3891,1969 Ford Falcon,27,167.83
10247,S12_1108,2001 Ferrari Enzo,44,195.33
10247,S12_3148,1969 Corvair Monza,25,140.5
10247,S50_1514,1962 City of Detroit Streetcar,49,51.55
10247,S18_4027,1970 Triumph Spitfire,48,143.62
10247,S32_3207,1950's Chicago Surface Lines Streetcar,40,58.41
10248,S18_3029,1999 Yamaha Speed Boat,21,80.86
10248,S24_3816,1940 Ford Delivery Sedan,23,83.02
10248,S10_4757,1972 Alfa Romeo GTA,20,126.48
10248,S700_2610,The USS Constitution Ship,32,69.39
10248,S24_3151,1912 Ford Model T Delivery Wagon,30,85.85
10248,S700_1138,The Schooner Bluenose,36,66
10248,S700_3505,The Titanic,30,84.14
10248,S700_3962,The Queen Mary,35,92.36
10248,S72_3212,Pont Yacht,23,53.51
10248,S24_2011,18th century schooner,48,122.89
10248,S18_4522,1904 Buick Runabout,42,87.77
10248,S18_3140,1903 Ford Model A,32,133.86
10248,S700_1938,The Mayflower,40,81.41
10248,S18_3259,Collectable Wooden Train,42,95.8
10249,S24_2841,1900s Vintage Bi-Plane,20,54.81
10249,S24_3420,1937 Horch 930V Limousine,25,65.75
10249,S72_1253,Boeing X-32A JSF,32,49.16
10249,S700_2047,HMS Bounty,40,85.99
10249,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,46,88.93
10250,S24_2000,1960 BSA Gold Star DBD34,32,63.22
10250,S32_1374,1997 BMW F650 ST,31,99.89
10250,S700_2834,ATA: B757-300,44,98.48
10250,S18_2581,P-51-D Mustang,27,84.48
10250,S24_4278,1900s Vintage Tri-Plane,37,72.45
10250,S24_1785,1928 British Royal Navy Airplane,31,95.2
10250,S32_4289,1928 Ford Phaeton Deluxe,50,62.6
10250,S50_1341,1930 Buick Marquette Phaeton,36,36.66
10250,S700_1691,American Airlines: B767-300,31,91.34
10250,S700_3167,F/A 18 Hornet 1/72,44,76
10250,S700_2466,America West Airlines B757-200,35,90.75
10250,S700_4002,American Airlines: MD-11S,38,65.89
10250,S24_3949,Corsair F4U ( Bird Cage),40,61.42
10250,S18_1662,1980s Black Hawk Helicopter,45,148.23
10251,S12_2823,2002 Suzuki XREO,46,129.53
10251,S10_1678,1969 Harley Davidson Ultimate Chopper,59,93.79
10251,S24_1578,1997 BMW R 1100 S,50,91.29
10251,S10_4698,2003 Harley-Davidson Eagle Drag Bike,43,172.36
10251,S10_2016,1996 Moto Guzzi 1100i,44,115.37
10251,S18_2625,1936 Harley Davidson El Knucklehead,44,58.15
10252,S18_3482,1976 Ford Gran Torino,41,145.52
10252,S18_3278,1969 Dodge Super Bee,20,74.78
10252,S24_4620,1961 Chevrolet Impala,38,69.52
10252,S18_4721,1957 Corvette Convertible,26,127.97
10252,S18_3782,1957 Vespa GS150,31,50.36
10252,S32_2206,1982 Ducati 996 R,36,36.21
10252,S50_4713,2002 Yamaha YZR M1,48,72.41
10252,S24_2360,1982 Ducati 900 Monster,47,63.03
10252,S32_4485,1974 Ducati 350 Mk3 Desmo,25,93.89
10253,S18_1589,1965 Aston Martin DB5,24,103.29
10253,S18_2870,1999 Indy 500 Monte Carlo SS,37,114.84
10253,S18_3685,1948 Porsche Type 356 Roadster,31,139.87
10253,S18_1984,1995 Honda Civic,33,130.87
10253,S18_1129,1993 Mazda RX-7,26,130.22
10253,S18_3232,1992 Ferrari 360 Spider red,40,145.63
10253,S24_2972,1982 Lamborghini Diablo,40,34.74
10253,S24_3856,1956 Porsche 356A Coupe,39,115.15
10253,S18_1889,1948 Porsche 356-A Roadster,23,67.76
10253,S12_4675,1969 Dodge Charger,41,109.4
10253,S12_3380,1968 Dodge Charger,22,102.17
10253,S24_3371,1971 Alpine Renault 1600s,24,50.82
10253,S12_1099,1968 Ford Mustang,24,157.6
10253,S12_3990,1970 Plymouth Hemi Cuda,25,67.03
10254,S24_1937,1939 Chevrolet Deluxe Coupe,38,28.88
10254,S18_2325,1932 Model A Ford J-Coupe,41,102.98
10254,S24_3969,1936 Mercedes Benz 500k Roadster,20,39.8
10254,S18_2248,1911 Ford Town Car,36,55.09
10254,S18_1749,1917 Grand Touring Sedan,49,137.7
10254,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,34,80.99
10254,S18_4933,1957 Ford Thunderbird,30,59.87
10254,S24_2887,1952 Citroen-15CV,33,111.57
10254,S24_2766,1949 Jaguar XK 120,31,85.42
10254,S24_3191,1969 Chevrolet Camaro Z28,42,69.34
10254,S24_1046,1970 Chevy Chevelle SS 454,34,66.88
10254,S24_3432,2002 Chevy Corvette,49,101.73
